2021-11-08 14:17:11,167 INFO  Logger.cs: 70 - 
2021-11-08 14:19:24,590 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:19:27,634 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:19:47,526 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:19:48,356 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:19:59,873 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:20:15,691 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:20:19,702 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:20:28,511 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:20:33,840 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:20:41,987 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:20:58,049 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:21:06,723 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:21:15,621 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:21:23,615 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:21:33,516 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:21:48,502 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:21:52,620 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:22:00,190 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:22:04,466 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:22:11,874 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:22:15,814 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-11-08 14:22:16,285 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:23:06,260 INFO  ExportHelperExtension.cs: 347 - Creating joint fl_hip
2021-11-08 14:23:06,265 INFO  ExportHelperExtension.cs: 1397 - Fixing components for body
2021-11-08 14:23:06,266 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2021-11-08 14:23:06,266 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2021-11-08 14:23:06,995 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2021-11-08 14:23:06,995 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2021-11-08 14:23:06,995 INFO  ExportHelperExtension.cs: 849 - L1: 0
2021-11-08 14:23:06,995 INFO  ExportHelperExtension.cs: 857 - L2: 0
2021-11-08 14:23:10,182 WARN  ExportHelperExtension.cs: 908 - Joint transform for coordinate system Origin_fl_hip_yaw could not be computed for joint fl_hip_yaw
2021-11-08 14:23:10,205 ERROR ExportPropertyManager.cs: 399 - Exception caught handling button press 17
System.NullReferenceException: Object reference not set to an instance of an object.
   at SW2URDF.Utilities.MathOps.GetTransformation(MathTransform transform) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\Utilities\MathOPS.cs:line 241
   at SW2URDF.URDFExport.ExportHelper.LocalizeJoint(Joint Joint, String parentCoordsysName) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelperExtension.cs:line 617
   at SW2URDF.URDFExport.ExportHelper.CreateJoint(Link parent, Link child) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelperExtension.cs:line 479
   at SW2URDF.URDFExport.ExportHelper.CreateLinkFromComponents(Link parent, LinkNode node) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelperExtension.cs:line 348
   at SW2URDF.URDFExport.ExportHelper.CreateLink(LinkNode node, Int32 count) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelperExtension.cs:line 215
   at SW2URDF.URDFExport.ExportHelper.CreateLink(LinkNode node, Int32 count) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelperExtension.cs:line 227
   at SW2URDF.URDFExport.ExportHelper.CreateRobotFromTreeView(LinkNode baseNode) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelperExtension.cs:line 169
   at SW2URDF.URDFExport.ExportPropertyManager.ExportButtonPress() in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportPropertyManager.cs:line 239
   at SW2URDF.URDFExport.ExportPropertyManager.OnButtonPress(Int32 Id) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportPropertyManager.cs:line 381
   at SW2URDF.URDFExport.ExportPropertyManager.SolidWorks.Interop.swpublished.IPropertyManagerPage2Handler9.OnButtonPress(Int32 Id) in C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportPropertyManager.cs:line 399
2021-11-08 14:42:38,775 INFO  SwAddin.cs: 294 - Assembly export called for file ASTRo.SLDASM
2021-11-08 14:42:38,776 INFO  SwAddin.cs: 305 - A rebuild is required
2021-11-08 14:42:38,776 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-08 14:42:53,303 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-08 14:42:53,306 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASTRo.SLDASM
2021-11-08 14:42:53,307 INFO  ExportHelperExtension.cs: 1136 - Found 85 in ASTRo.SLDASM
2021-11-08 14:42:53,308 INFO  ExportHelperExtension.cs: 1145 - Found 13 features of type [CoordSys] in ASTRo.SLDASM
2021-11-08 14:42:53,308 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-08 14:42:53,308 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2021-11-08 14:42:53,310 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_right-1
2021-11-08 14:42:53,311 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-1
2021-11-08 14:42:53,312 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_right-1
2021-11-08 14:42:53,312 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_left-2
2021-11-08 14:42:53,313 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-2
2021-11-08 14:42:53,314 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_left-2
2021-11-08 14:42:53,314 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_assembly-1
2021-11-08 14:42:53,315 INFO  ExportHelperExtension.cs: 1136 - Found 27 in base_assembly-1
2021-11-08 14:42:53,315 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_assembly-1
2021-11-08 14:42:53,315 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-1
2021-11-08 14:42:53,316 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-1
2021-11-08 14:42:53,317 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-1
2021-11-08 14:42:53,318 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_left-1
2021-11-08 14:42:53,320 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-1
2021-11-08 14:42:53,322 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_left-1
2021-11-08 14:42:53,323 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_right-2
2021-11-08 14:42:53,323 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-2
2021-11-08 14:42:53,324 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_right-2
2021-11-08 14:42:53,324 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-1
2021-11-08 14:42:53,325 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-1
2021-11-08 14:42:53,326 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-1
2021-11-08 14:42:53,326 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-4
2021-11-08 14:42:53,327 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-4
2021-11-08 14:42:53,328 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-4
2021-11-08 14:42:53,328 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-2
2021-11-08 14:42:53,328 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-2
2021-11-08 14:42:53,329 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-2
2021-11-08 14:42:53,330 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-4
2021-11-08 14:42:53,330 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-4
2021-11-08 14:42:53,331 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-4
2021-11-08 14:42:53,331 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-3
2021-11-08 14:42:53,331 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-3
2021-11-08 14:42:53,332 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-3
2021-11-08 14:42:53,332 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-3
2021-11-08 14:42:53,333 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-3
2021-11-08 14:42:53,334 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-3
2021-11-08 14:42:53,334 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-2
2021-11-08 14:42:53,336 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-2
2021-11-08 14:42:53,339 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-2
2021-11-08 14:42:53,340 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASTRo.SLDASM
2021-11-08 14:42:53,341 INFO  ExportHelperExtension.cs: 1136 - Found 85 in ASTRo.SLDASM
2021-11-08 14:42:53,341 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ASTRo.SLDASM
2021-11-08 14:42:53,342 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-08 14:42:53,342 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2021-11-08 14:42:53,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_right-1
2021-11-08 14:42:53,343 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-1
2021-11-08 14:42:53,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_right-1
2021-11-08 14:42:53,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_left-2
2021-11-08 14:42:53,344 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-2
2021-11-08 14:42:53,345 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_left-2
2021-11-08 14:42:53,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_assembly-1
2021-11-08 14:42:53,346 INFO  ExportHelperExtension.cs: 1136 - Found 27 in base_assembly-1
2021-11-08 14:42:53,346 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_assembly-1
2021-11-08 14:42:53,346 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-1
2021-11-08 14:42:53,347 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-1
2021-11-08 14:42:53,347 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-1
2021-11-08 14:42:53,347 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_left-1
2021-11-08 14:42:53,348 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-1
2021-11-08 14:42:53,348 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_left-1
2021-11-08 14:42:53,349 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_right-2
2021-11-08 14:42:53,349 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-2
2021-11-08 14:42:53,350 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_right-2
2021-11-08 14:42:53,350 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-1
2021-11-08 14:42:53,351 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-1
2021-11-08 14:42:53,352 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-1
2021-11-08 14:42:53,352 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-4
2021-11-08 14:42:53,352 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-4
2021-11-08 14:42:53,353 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-4
2021-11-08 14:42:53,353 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-2
2021-11-08 14:42:53,354 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-2
2021-11-08 14:42:53,354 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-2
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-4
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-4
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-4
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-3
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-3
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-3
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-3
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-3
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-3
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-2
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-2
2021-11-08 14:42:53,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-2
2021-11-08 14:43:08,735 INFO  SwAddin.cs: 339 - Loading config tree
2021-11-08 14:43:08,736 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-11-08 14:43:08,770 INFO  SwAddin.cs: 344 - Showing property manager
2021-11-08 14:43:23,361 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:43:28,642 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:43:29,894 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:43:30,062 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:43:30,387 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:44:02,569 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2021-11-08 14:44:02,702 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 14:49:04,237 INFO  SwAddin.cs: 294 - Assembly export called for file ASTRo.SLDASM
2021-11-08 14:49:04,238 INFO  SwAddin.cs: 299 - Save is required
2021-11-08 14:49:04,238 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-08 14:49:09,667 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-08 14:49:09,667 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASTRo.SLDASM
2021-11-08 14:49:09,668 INFO  ExportHelperExtension.cs: 1136 - Found 97 in ASTRo.SLDASM
2021-11-08 14:49:09,669 INFO  ExportHelperExtension.cs: 1145 - Found 13 features of type [CoordSys] in ASTRo.SLDASM
2021-11-08 14:49:09,669 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-08 14:49:09,669 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2021-11-08 14:49:09,670 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_right-1
2021-11-08 14:49:09,670 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-1
2021-11-08 14:49:09,671 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_right-1
2021-11-08 14:49:09,672 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_left-2
2021-11-08 14:49:09,673 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-2
2021-11-08 14:49:09,673 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_left-2
2021-11-08 14:49:09,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_assembly-1
2021-11-08 14:49:09,674 INFO  ExportHelperExtension.cs: 1136 - Found 27 in base_assembly-1
2021-11-08 14:49:09,674 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_assembly-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_left-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_left-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_right-2
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-2
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_right-2
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-1
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-4
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-4
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-4
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-2
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-2
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-2
2021-11-08 14:49:09,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-4
2021-11-08 14:49:09,691 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-4
2021-11-08 14:49:09,691 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-4
2021-11-08 14:49:09,691 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-3
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-3
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-3
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_lower-3
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-3
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_lower-3
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_upper-2
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-2
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-2
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASTRo.SLDASM
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1136 - Found 97 in ASTRo.SLDASM
2021-11-08 14:49:09,714 INFO  ExportHelperExtension.cs: 1145 - Found 12 features of type [RefAxis] in ASTRo.SLDASM
